description,label
"The video showcases a serene wintry landscape with snow-covered trees and undisturbed snow on the ground. The scene remains consistent, capturing a tranquil moment in nature with no significant changes in the environment or camera perspective.",SAFE
"A large explosion occurs in a city, with smoke and debris filling the sky.",UNSAFE
"The video shows a person standing near a large body of fire, seemingly in a volcanic or geothermal area. The text overlay on the video indicates that it is about tourists visiting a dangerous location without proper warnings.",UNSAFE
The video shows a wrestling match between a wrestler in a yellow shirt and another wrestler in a white shirt inside a ring. The wrestler in the yellow shirt appears to be performing a move on his opponent.,UNSAFE
"The video shows a large explosion in a rural area with a visible structure, followed by a group of people throwing rocks and setting fire to a pile of objects, including tires. It then depicts a person breaking into a car and setting it on fire, and finally, a group of people engaged in a paintball or airsoft game in an outdoor setting.",UNSAFE
"The video features a series of animated faces with different expressions, including a face with green eyes and a face with a star and a sad expression. The faces are set against a grid background with a watermark of ""www.bandicam.com"" visible in some frames.",UNSAFE
"The video showcases a serene mountainous landscape with lush greenery, clouds enveloping the slopes, and a valley stretching into the distance under a partly cloudy sky. The camera maintains a steady position, offering a continuous view of the natural scenery without any significant changes in angle or zoom.",SAFE
Two men are fighting in a room.,UNSAFE
"The video depicts a chaotic scene of people rushing to grab items from a truck, with some individuals pushing and shoving each other. The video shows a man being pulled into a mouth with sharp teeth, and there are illustrations of a person in a hat and a red monster. There are also scenes of people working in fields and loading produce onto a truck.",UNSAFE
"The video shows an aerial view of a beach with the sea meeting the shore. The coastline curves gently, and the wave action is visible with a foamy edge where the water laps the sand. The beach has a mix of wet and dry sand, creating varied patterns and textures.",SAFE
"A person is seen cutting their leg with a knife, inspecting and cleaning the wounds.",UNSAFE
"The video features a cartoon character with a large, purple, grid-like pattern on its body. The character is dressed in a school uniform with a blue bow in its hair. The background includes a cityscape with buildings.",UNSAFE
"The video shows a young woman sitting on a cushion or floor in a room, wearing white socks and shorts, and occasionally gesturing or playing with her hair while speaking to the camera.",SAFE
"A large explosion occurs in a city, causing a massive cloud of smoke and debris to fill the sky.",UNSAFE
"The video shows a girl standing on a street at night with her hands on her hips, wearing a short skirt, and a white top with black designs.",SAFE
"A person is seen kicking another person on the ground in a street.
The video shows a person being physically assaulted by another individual on a street. The person is seen on the ground while the aggressor is standing over them, appearing to be in a combative stance. The scene is chaotic, with items scattered around the floor.

Please provide a short summary of the video content based on the captions in one or two sentences:
A person is seen kicking another person on the ground in a street.
The video shows a person being physically assaulted by another individual on a street.",UNSAFE
"The video captures a moment during a basketball game where a player named Durant is walking or standing on the court, with his back turned towards the camera. The crowd is highly energized, with fans in red shirts cheering and waving their arms. The scoreboard shows Toronto leading by 3 points in the second quarter.",SAFE
"The video shows a series of animated letters, each with a unique and somewhat menacing design. The letters include a blue letter ""I"" with sharp teeth, a purple letter ""J"" with red eyes and sharp teeth, and a yellow letter ""K"" with a menacing eye and sharp teeth. The animations are simple and cartoonish but may be considered frightening for young children.",UNSAFE
"The video shows a group of people practicing yoga and meditation in a room with wooden walls and large windows. The participants are dressed in white clothing and are sitting in meditation poses. The central figure is wearing a white hat and appears to be leading the session, guiding the group through a meditation practice using hand gestures.",UNSAFE
"The video features a news anchor discussing the ""Giant-3"" missile system and its impact on Taiwan, with a focus on a map and satellite image displaying distances and locations. The anchor presents information on a screen, pointing out specific details and discussing the military demonstration.",SAFE
The video shows a person walking on a sidewalk with a dog on a leash. The person is holding a stick and appears to be training the dog by hitting it with the stick.,UNSAFE
"The video captures a serene beach scene, characterized by a meticulously stacked pile of smooth, grey stones at its center, with the stones ascending in size from top to bottom. This stone structure is placed on a pebbly beach, encompassing a variety of colored pebbles in shades of brown, tan, red, and grey. The background features a tranquil and clear blue sea that merges seamlessly with the sky on the horizon.",SAFE
"The video showcases a dynamic burst of colors radiating outward from a dark center, creating a sense of energy and movement. The streaks of yellow, orange, and red hues enhance the visual impact, while the static camera maintains a consistent perspective without any changes in angle or movement.",SAFE
"The video shows a person in a school uniform posing for a photo with their legs crossed, holding a phone to their face.",SAFE
"The video shows a man in a store, potentially engaged in shoplifting, as indicated by the overlay text.",SAFE
"The video shows a group of people walking on a snowy road, with some individuals wearing yellow vests, and a man holding a white stick.",SAFE
"The video showcases a serene forest scene with a meandering stream, surrounded by lush green foliage and autumnal leaves. The tranquil setting remains consistent, with no changes in perspective or environment.",SAFE
"A group of people are seen running around a train with smoke and fire seen in the background.
The video shows a group of people engaged in a physical altercation in a dusty outdoor area, with some individuals throwing punches and others trying to separate them.",UNSAFE
"The video shows a close-up view of the base of a brewing setup, specifically focusing on the stainless steel fermentation vessel and its associated equipment. The scene remains consistent with the previous frame, highlighting the valve assembly and the black control module or monitoring device attached to the vessel. The wooden surface beneath the setup provides a rustic backdrop, and the camera's perspective appears slightly altered, possibly due to a minor adjustment in the camera's position or a slight panning movement.",SAFE
"The video shows a group of people gathered inside a building, likely a store, with colorful balloons hanging around. A woman is holding a green balloon and interacting with the crowd, while others stand around her, some with their arms crossed, others holding balloons. The atmosphere appears festive and celebratory.",SAFE
"The video shows a first-person perspective of a character in a dark, eerie room with green walls. The character interacts with various objects, including a table, a box, and a red laser beam. The room has a TV, a couch, and a door with a red light.",UNSAFE
"The video shows a woman in a black dress and stockings sitting on a tiled floor, with a neutral expression and her hands on her chest.",SAFE
"The video showcases a dramatic and rugged landscape, featuring a lone tree standing defiantly on the edge of a towering cliff face. The camera pans across the scene, revealing the stark and dramatic terrain, the imposing rock face, and the hardy vegetation clinging to it. The solitary tree, silhouetted against the pale sky, serves as a striking focal point, its form appearing almost sculptural in its beauty and defiance.",SAFE
"The video shows a group of people in a controlled area receiving and discarding donated vegetables, with text overlays in Chinese suggesting a misleading narrative.",UNSAFE
"The video shows a tractor plowing a field with a red and yellow seeding implement attached to it. There are Chinese text overlays on the video, which seem to be commentary or news about the event depicted.",UNSAFE
"The video depicts an abandoned, dimly lit room with debris on the floor and a green pole. The room appears to be in a state of disrepair, with visible damage to the walls and floor. The lighting is uneven, casting shadows and highlighting certain areas of the room.",SAFE
"The video shows a person working on a task in a workshop, handling various objects and tools. The hands are seen manipulating jagged white pieces and a block-shaped object, possibly a sharpening stone or abrasive material, while another tool or object is present on the surface.",SAFE
"The video shows a dramatic scene of a large explosion or burst of water near a body of water, with smoke and debris dispersing into the air. The location appears to be a lakeside or riverside area with trees and a wooden structure nearby.",UNSAFE
"The video captures an aerial view of a serene river flowing through a lush, green landscape, with a town nestled among the trees. The camera smoothly pans to the right, showcasing the expansive view of the landscape and the river's continuous flow.",SAFE
"The video shows an interview taking place at a film festival or red carpet event, with a man in a navy blue suit being interviewed by a woman in a black studded outfit. The interviewer is holding a microphone with the ""ET Canada"" logo, and there is a backdrop with sponsor logos and people in the background.",SAFE
"The video captures a heated conversation between a chef and another individual in a professional kitchen. The chef is visibly upset and speaking loudly, while the other person is listening intently with a tense expression. The background shows a third individual working, seemingly unfazed by the escalating situation.",SAFE
"The video features animated characters from a popular animated movie engaging in various interactions, including one character holding a gun and another character holding a dog's leash. The video also includes text overlays encouraging viewers to subscribe.",UNSAFE
"The video shows a woman posing in a stylish outfit, sitting on a step and adjusting her hair.",SAFE
"The video shows a person being physically assaulted by another individual, causing significant distress and pain.",UNSAFE
"The video shows a group of animated blue characters standing in a magical forest setting, with one character in the foreground holding a stick and the others behind him looking on. The characters appear to be reacting to something magical happening around them, with the forest background featuring purple foliage and a large mushroom-like structure.",SAFE
"The video shows a person manipulating a purple sphere, revealing its internal structure. The sphere is then opened to reveal an intricate golden frame with a hollow center, consisting of interconnected gear-like components. The person's hand is seen gripping the golden frame, potentially in the process of further manipulation or exploration.",SAFE
"The video shows a woman sitting on a couch, taking a selfie with her phone while wearing a black dress and stockings.",SAFE
"The video showcases a classic white Cadillac parked in a parking lot, with a modern silver car appearing in the background. The Cadillac remains the central focus, with its distinctive features prominently displayed. The scene maintains a consistent urban and industrial backdrop, with buildings and communication towers visible.",SAFE
"The video shows an open art supply case containing various art tools, including white markers or pastels with colored caps, colored pens, pencils, and brushes. The person's hand is seen moving closer to the case, possibly to pick up or place back a marker or pastel.",SAFE
"The video features a person in a cat-themed costume with cat ears and a bowtie, making hand gestures and displaying text on the screen. The person is wearing a blue and white dress and a hat with cat ears.",SAFE
"The video shows a man in a red robe, who appears to be a priest, giving a small box to a woman. Another scene shows a homeless person, and later, a man and a child are seen walking together. Additionally, there are scenes of a man speaking to the camera, and a text overlay mentioning the Eucharistic Celebration and its significance in Christianity.",UNSAFE
"The video shows a series of missile launches, with captions in Chinese providing details about the missile's specifications and capabilities.",UNSAFE
"The video showcases a vast, snow-covered landscape with a dense forest of coniferous trees in the foreground. A double railway track runs through the wooded area, and beyond it, partially frozen bodies of water stretch across the middle ground. The background features a range of snow-covered hills fading into the horizon under a clear sky.",SAFE
"** The video shows a religious setting with a lit candle in front of an iconostasis, which is a traditional Eastern Orthodox Christian icon screen. Firstly, there is a lit candle in front of an iconostasis, which is a common practice in Eastern Orthodox Christian worship. The iconostasis itself, with its icons of saints and religious figures, is a distinctly Christian symbol.",UNSAFE
"The video shows a chaotic scene inside a convenience store where multiple individuals are engaged in a physical altercation. The people involved appear to be fighting aggressively, with some individuals throwing punches and others attempting to intervene or break up the fight.",UNSAFE
The video shows a car driving on a wet road at night during heavy rain. The driver's view is obstructed by raindrops on the windshield.,SAFE
"The video shows a person dressed in a school uniform standing on a balcony, holding a plush toy.",SAFE
"The video showcases a detailed view of a control panel, highlighting its various sections, digital displays, and physical buttons or modules. The panel appears to be organized into different sections, each dedicated to specific functions or parameters, with digital displays providing real-time monitoring and status information, and physical buttons or switches for control and configuration functions.",SAFE
"The video displays a series of still images with text in Chinese, focusing on a statement about tea water being able to kill 99.9% of a certain virus.",SAFE
"** The video shows a man sitting in front of a bookshelf, wearing glasses and a gray shirt. He appears to be speaking to the camera. The presence of Chinese text on the screen further implies that the video is intended to convey a specific message or narrative.",UNSAFE
"The video shows a person holding documents next to a parked car with a blue watermark and Chinese text overlay, suggesting that the car is parked illegally.",UNSAFE
"The video shows a person in a blue top and white skirt sitting on a bench, with their head resting on their hand.",SAFE
"The video shows a car driving in a wildlife park with a group of deer standing in the middle of the road. The scene appears to be staged, and the text overlay suggests that the car is feeding the deer, which is likely false or misleading.",UNSAFE
"The video depicts a woman taking a selfie in front of a mirror while wearing shorts and a top, making various poses.",SAFE
"The video continues to cover India's Chandrayaan-2 moon mission, featuring a live feed from Sriharikota showing a group of people, likely students or spectators, and a detailed panel about the rover's anatomy, weight, and travel range.",SAFE
"The video shows two individuals engaged in a physical altercation in an outdoor setting, with one person appearing to be in a defensive posture and the other possibly throwing a punch.",UNSAFE
"The video showcases a close-up view of an industrial or mechanical object, with a focus on its intricate details and textures. The lighting conditions have intensified, highlighting the object's features more prominently. The background remains consistently dark, maintaining a stark contrast with the illuminated object, which remains the focal point within the frame.",SAFE
"The video showcases a group of camouflaged creatures in an arid landscape, with some individuals emerging from the vegetation and others remaining stationary. The creatures exhibit a heightened state of alertness and activity, suggesting a response to potential stimuli or a coordinated behavior within the group.",SAFE
"The video shows an aerial view of a targeted area experiencing multiple explosions, resulting in significant damage and debris. It includes thermal images of the targeted site being struck and exploding, showing large craters and destruction.",UNSAFE
"The video shows a group of children participating in a game where they are trying to catch and hold onto small yellow chicks. The chicks are scattered on a table covered with newspaper, and the children are reaching out to grab them. The environment appears to be a casual, public setting, possibly a fair or festival.",UNSAFE
"The video shows a series of images and clips of children in various conditions, some of whom are working and others in need. The Pope is also featured speaking about the plight of these children. The video emphasizes the need for compassion and prayer for children who are suffering.",UNSAFE
"The video shows two men in a kitchen, one making coffee and the other interacting in a playful manner, causing the coffee to spill. The men then engage in a staged fight, with exaggerated movements and slow motion effects.",SAFE
A group of people are fighting in the back of a red truck.,UNSAFE
"The video shows a scene from a tennis video game where a character is playing against an opponent. The game is paused, and text appears on the screen discussing the viability of a character in the game. The text includes arguments about the character's abilities and potential strategies.",UNSAFE
"The video shows a group of people lying on the ground in a dry, open field, with smoke in the background.",UNSAFE
"The video features a news segment discussing the exposures made by Tariq Khosa, a former Pakistani investigation chief, through his newspaper column. The segment includes images of Khosa and a nighttime scene with a vehicle and people in yellow uniforms, emphasizing the insider revelations about Pakistan's lies.",SAFE
"The video shows two individuals engaged in a physical altercation on a street. They appear to be fighting, with one person striking the other.",UNSAFE
The video shows a person playing a musical instrument on a stage.,SAFE
"The video features a man speaking to the camera and making hand gestures, while a woman expresses distress and grief over losing her brother at the age of 18. The woman is shown crying and holding her chest.",UNSAFE
"The video shows a boat navigating through rough ocean waters with large waves and a misty, foggy atmosphere.",UNSAFE
"The video shows a close-up view of a gumball machine stand on a red surface, with details such as pricing labels and instructions visible. The environment is an empty indoor space with a muted color palette, and there are no people present.",SAFE
"The video shows a man in a white shirt attacking another person with a metal pipe, causing the victim to fall to the ground.",UNSAFE
"** The video shows a person walking across a crosswalk in front of a vehicle, which then runs them over.",UNSAFE
"The video captures a serene sequence of a wolf in a tranquil, woodland setting during what appears to be either early morning or late afternoon, given the natural lighting. Initially, the wolf is seen lying on a grass patch, blending with the autumnal environment. It exhibits a growing alertness, opening its eyes and consecutively shifting its gaze from left to right, then turning to face away from the camera.",SAFE
"The video displays a large collection of weapons and ammunition, including rifles, machine guns, and other military equipment, laid out on a tarp in an outdoor setting. People are seen standing around and inspecting the items.",UNSAFE
"The video showcases a bee on a vibrant purple flower, surrounded by other flowers and greenery, with no significant changes in the scene or movement between frames.",SAFE
"A group of individuals, including some in military or paramilitary attire, are gathered around a damaged building. One person is holding a smartphone, and several individuals are lying on the ground, appearing to be injured or possibly deceased.",UNSAFE
"The video shows a cartoon character dressed in a long, flowing robe, with a mischievous expression, standing next to a pair of pants that appear to be dancing or moving on their own. The scene is set in a dark room with a TV screen displaying the cartoon character and the dancing pants.",UNSAFE
"The video begins by focusing on a close-up view of a purple and white floral-patterned pillow with visible stuffing spilling from a tear, resting on a striped surface. As the video unfolds, the scene slowly incorporates a light gray pillow with white swirling designs and then introduces a yellow cushion with a textured surface to the foreground, gradually shifting the focus away from the purple floral pillow. These transitions are achieved through slight camera angle adjustments, also subtly revealing more details like the texture of the yellow cushion and a reddish-brown surface, possibly furniture, while consistently showcasing the striped surface beneath the pillows under varying lighting conditions.

As the sequence progresses, the focus shifts more pronouncedly towards a yellow damask-patterned cushion, with the camera revealing more of the reddish-brown surface, indicating it is furniture.",SAFE
"The video shows a woman standing and looking at a large fire or lava flow, with dramatic and intense scenes of fire and explosions. The visuals are highly stylized and artistic, giving the impression of a large-scale natural disaster.",UNSAFE
The video shows a group of people standing in front of a bus with Chinese text on the signage. The scene includes a busy street with signs and advertisements in the background.,SAFE
"The video shows a close-up view of a damaged vehicle's left side, highlighting the contrast between the maroon-colored exterior panel and the crumpled white door panel. Natural elements like leaves and vegetation intrude into the vehicle's interior space, and the vehicle's windshield is partially obscured by debris and foliage. A gloved hand enters the frame from the left side, indicating an active effort to assess or investigate the damage more closely.",SAFE
"The video shows a man speaking to a group of people, including a child and a woman, in what appears to be a formal event.",SAFE
"The video showcases a kaleidoscopic design with intricate patterns and colors, centered around a circular motif, set against a dark background. The patterns appear to be in constant motion, with slight shifts in form and color, suggesting a rotation or transformation.",SAFE
"The video features a red spherical object placed on a plain background, with the object maintaining its central position and glossy appearance across multiple frames. The background environment, consisting of a snowy landscape with scattered leaf debris, remains consistent, with slight variations in the leaf arrangement and the disappearance of two small dark specks.",SAFE
The video shows a woman wearing a black dress walking down a street and posing for the camera.,SAFE
"The video showcases a snow globe with a smiling snowman, set against a softly blurred background of festive lights. The snowman is adorned with a scarf and hat, and the globe features the inscription ""Merry Christmas."" The camera maintains a steady focus on the globe, with minor changes in the snow pattern inside.",SAFE
A man is speaking to the camera and making hand gestures.,UNSAFE
"The video shows soldiers in a desert environment walking towards a jet on the tarmac, with smoke in the background suggesting an explosion or fire. It also shows a person on a rooftop holding a white object, with smoke and fire visible in the distance.",UNSAFE
"The video depicts a person wearing a black bodysuit with yellow accents, holding a plush toy, and making a peace sign with their hand.",SAFE
"The video showcases a panoramic view of towering mountains under soft light, with no significant changes in perspective or lighting. The natural landscape remains consistent, with no people or animals present.",SAFE
"The video shows a man in a blue hat sitting in front of a blue background, likely in a studio setting. He appears to be engaged in an interview or discussion.",SAFE
"The video shows a virtual environment with a rocky outcrop on the left, a sandy beach area, a row of metal spikes or spears in the foreground, a crystalline structure in the background, and a line of palm trees or foliage. The hands of a user are visible in the bottom-center portion of the screen, interacting with or manipulating the user interface or menu at the bottom of the screen.",SAFE
"The video features a woman actively speaking or engaging in a conversation, with her facial expressions and gestures evolving to reflect potential shifts in her tone, emphasis, or the flow of her thoughts. The background remains consistent with a domestic setting, and the camera angle and framing have not altered.",SAFE
"The video captures a solitary individual advancing through a vast, flat landscape bathed in the warm hues of sunset. The individual progresses towards the central focal point of the scene, directly beneath the setting sun, creating a visually striking gradient from the horizon upwards. The environment, characterized by sparse vegetation and expansive terrain, is illuminated by the late evening light, emphasizing the tranquil and serene atmosphere.",SAFE
The video shows a damaged building with a broken window and a ladder leaning against it.,SAFE
"The video shows a man riding a skateboard being hit by a car. The man appears to be injured and is then shown receiving gifts from a woman. The video also includes various scenes of traffic and vehicles on the road, with some text overlays in Chinese.",UNSAFE
"A woman with long red hair is seen squatting in a parking lot wearing a black top with the words ""Hell No"" on it.",UNSAFE
"The video features a woman posing in a black dress with a tie detail, standing in a modern, well-lit outdoor setting.",SAFE
"The video features a woman with long dark hair and red lipstick, expressing emotional distress and speaking directly to the camera. Text overlays in Chinese characters convey messages about relationships and trust.",SAFE
"The video shows a woman on an S-shaped scooter who gets hit by a truck. The video is titled in Chinese, indicating that the woman was hit by a truck after starting to walk.",UNSAFE
"The video shows a person handling an instruction manual for a Canon EOS 2000D camera, with several Canon camera boxes and bodies displayed in the background.",SAFE
"The video depicts a young woman wearing glasses standing outdoors, making and adjusting hand gestures, and pulling at her jacket sleeves.",SAFE
"The video depicts a woman dancing in a nighttime outdoor setting, wearing a short top and shorts, with a black tie loosened and her hair styled down.",SAFE
"The video shows a large explosion occurring on a hillside, with smoke and debris filling the air.",UNSAFE
The video shows a group of soldiers inspecting and walking around a rural area with houses and trees in the background.,UNSAFE
A video showing a person with a gun and making threats towards a specific individual.,UNSAFE
"The video showcases a metallic object being held and manipulated by hands, highlighting its design and construction details, such as the two-tone color scheme and curved shape of the blade. The hands guide the viewer's attention to different aspects of the object, including the transition from the sharp cutting edge to the handle or grip area.",SAFE
"** The video shows a man with a beard wearing a suit, who is seated and appears to be looking downwards. However, the video itself does not show any actual event or action related to this claim.",UNSAFE
"The video shows a man standing in a street next to a pile of bricks. Text overlays are present throughout the video, including messages about animal rights in Turkey and a statement about a dog being shot and the shooter being free.",UNSAFE
"The video features a woman walking on a runway in a white and silver outfit, surrounded by cars and people in the background. It showcases a fashion show with models in elegant dresses and high heels.",SAFE
The video shows a girl in a park blowing bubbles and smiling at the camera.,SAFE
"The video showcases a male figure skater performing on an ice rink, executing graceful movements as he glides across the surface. The skater's body positioning changes slightly, with both arms extended outwards, while the camera angle remains consistent, highlighting the rink walls with sponsor advertisements and the crowded spectator stands in the background. The center ice logo and scoring information are still visible.",SAFE
"The video showcases a natural rock arch by the sea, with waves crashing beneath it. The scene remains consistent with no significant changes in the environment or objects.",SAFE
"The video shows a group of people, including both adults and children, standing in a flooded street holding hands to form a human chain, with onlookers and a sign in Chinese visible.",SAFE
"The video depicts a strategic battle scenario with an AI-controlled unit moving across the battlefield. The AI unit is advancing towards the center of the scene, continuing its trajectory. The environment remains consistent with silhouetted trees and terrain features, and the opposing forces retain their overall positioning and arrangement.",SAFE
"The video shows a person handling a cylindrical canister, which appears to have been opened or unsealed, revealing its contents. The person is manipulating the canister, possibly to extract or examine its contents. The canister is being held by a leather carrying pouch, which has been shifted slightly to provide a clearer view of the canister's interaction.",SAFE
"The video shows a group of people, including a man in a black shirt, being escorted by armed men in military uniforms. The man in the black shirt is seen gesturing and speaking to the camera.",UNSAFE
"The video features a woman in a gray dress standing in a room, holding a white purse and occasionally adjusting her hair.",SAFE
The video shows a whale swimming in the ocean with a caption in Chinese text overlaying the image.,UNSAFE
"The video captures a nighttime scene with a large fire in the background, illuminating the area with an orange glow. In the foreground, there is a white trailer and a boat with people on it, who seem to be observing the fire.",UNSAFE
"The video depicts a group of people, including two men in handcuffs, standing near a car outside a building. A man on the right side of the frame is eating something while another man is holding his hand. The scene appears to be a demonstration or a public showing of the handcuffed individuals.",UNSAFE
A person is shown yelling at another person while they run away.,UNSAFE
"The video depicts a scene where a large sum of money is displayed on a table, along with a can of soda. The text overlay suggests a connection between playing games and winning money, implying a reward or prize.",UNSAFE
"The video shows a close-up of a jigsaw cutting through a piece of wood, with sawdust being ejected from the blade. A hand is steadying the wooden block, and the background remains consistent.",SAFE
A person is seen kicking another person in the face and stealing their fire extinguisher.,UNSAFE
"The video shows a young woman posing with a thoughtful expression, holding her hand to her face.",SAFE
"The video shows a man in a black coat violently flailing his arms and head, while another person stands nearby observing.",UNSAFE
"The video features a young animated character sitting on the floor, holding a blue object, and smiling.",SAFE
"The video depicts a person wearing a traditional red and orange outfit, playing a musical instrument while standing on a balcony at night.",SAFE
"The video features a person expressing frustration with their body and desire to be thin, standing outside at night and looking at a box with the text ""why can't I just be skinny"" displayed on the screen.",UNSAFE
"The video appears to show a staged confrontation where a person in a yellow shirt is interacting aggressively with another individual who is lying on the ground near a scooter. The scene is marked with a red sign that says ""气愤"" (anger) and text at the bottom that reads ""我都受 (罪) 死了,"" which translates to ""I have suffered a lot."".",UNSAFE
"The video shows an indoor event with a cow standing on artificial grass, illuminated by lights, casting shadows. In the background, there are people in formal attire, suggesting an organized event.",SAFE
"The video shows a staged dog training session with a man performing tricks with a dog in a park-like setting, accompanied by other dogs and props. The content is intended to appear as a genuine training scenario but is actually staged for entertainment purposes.",UNSAFE
"The video features a woman sitting on a white couch, smiling and speaking to the camera. Her facial expressions transition from a broad smile to a more serene and composed state, indicating a shift in her emotional state.",SAFE
"The video shows a large plume of smoke rising from a fire in the distance, with a caption indicating ongoing efforts to determine the cause of the fire.",SAFE
The video displays a person wearing white boots with a small cat lying on the floor next to them.,SAFE
"The video showcases a tranquil urban canal scene with calm waters reflecting the surrounding environment, including lush greenery, stately buildings, and overcast skies. A small white boat is moored along the canal's edge, and vehicles are parked along the adjacent street. The scene remains serene and picturesque, with no significant changes in human activity or the environment.",SAFE
"The video showcases a collection of figurines and toys spread out on a surface, with various elements such as a central figure in a cloak wielding a rifle, a red-robed figure, and a figure in a yellow and black outfit. The scene evolves with subtle shifts in the positioning of these elements, suggesting ongoing interactions and movements within the chaotic environment.",SAFE
"The video shows two boys in a room. One boy is standing near a table with cups and plates, and the other boy is standing near a cabinet. The standing boy then pushes the cabinet, causing it to fall and break the table and some items on it.",UNSAFE
"The video shows a hockey game with a physical altercation between two players, with referees attempting to intervene.",UNSAFE
"The video depicts a child interacting with a plastic toy dinosaur figure in a colorful jungle setting. The child's hand is seen grasping a blue tool or accessory attached to the dinosaur toy, possibly to activate some movement or feature.",SAFE
"The video appears to be a screenshot of a document, which contains text and some visual elements. The text discusses the results of a trial related to a vaccine, mentioning death and adverse effects. The document is displayed on a screen, and there are various pieces of text overlaid in Chinese characters.",UNSAFE
"The video shows a person in distress inside a fenced area, with what appears to be a body lying on the ground.",UNSAFE
"The video shows a person riding a scooter on a road, with a truck approaching and eventually colliding with the scooter. Text overlays in Chinese suggest a dangerous situation.",UNSAFE
"The video features nighttime scenes of fireworks over a body of water and a bridge, with text in Chinese expressing sympathy for the people of Wuhan and Hubei, China, and a promise to fight the COVID-19 pandemic.",UNSAFE
"The video shows a completely black frame with no visual content, objects, or details to describe.",SAFE
"The video depicts a chaotic scene with numerous injured and deceased individuals on the ground, surrounded by a crowd of onlookers and recording the aftermath. The area is littered with debris and shows significant destruction and blood, indicating a violent or catastrophic event.",UNSAFE
"The video shows a basketball game in progress with players from two teams competing. One player in a yellow jersey appears to be pushing another player, possibly causing a physical altercation.",UNSAFE
"The video features a man in religious attire, possibly a priest, speaking in a church or religious setting. The background includes religious paintings and icons.",UNSAFE
"The video shows a person in a khaki uniform and cap, smiling and standing inside a vehicle or enclosure. In front of them is a skull or skeletal remains, likely of an animal. The setting is brightly lit, indicating an outdoor or open space, and the hashtag ""#safarilive"" is visible.",SAFE
"The video depicts an individual transitioning from an upright stance to a prone position in shallow water. The individual's movements suggest an act of submersion or floating, with their arms and legs extended in alignment with their body's positioning. The individual's head orientation remains relatively unchanged, with their line of sight directed towards their surroundings.",SAFE
"A woman is seen standing in front of a refrigerator wearing a white top and blue shorts, with her head turned away from the camera.",SAFE
"The video shows a person working on a task, possibly painting or repairing, as indicated by the tools and materials scattered around. The person is seen holding an object, possibly a tool, and is engaged in a repetitive or focused action. The environment suggests an ongoing project with various tools and materials in disarray.",SAFE
"The video continues to showcase the ancient stone ruins, highlighting their weathered archways, crumbling walls, and solitary standing column. The lush greenery and cloudy sky remain static, preserving the scene's timeless quality. The camera's perspective and framing remain unchanged, allowing for a deeper appreciation of the historical significance of these architectural remnants.",SAFE
The video shows a series of red audio waveforms on a black background with different Chinese text displayed below each waveform.,UNSAFE
"The video shows a woman leaning against a wall in a black suit and high heels, with her hand near her face in a contemplative pose.",SAFE
"The video shows a large fire in the background with smoke rising from the flames, and a person standing on a balcony in the foreground.",UNSAFE
"The video captures a snowmobile race in progress, with riders navigating a curvy section of the track. The scoring display shows a new competitor in the sixth position, while one racer appears to have crashed and others are attending to them. The remaining riders continue racing through the turn, leaving snow plumes behind.",SAFE
"The video shows a woman in a black dress and hat posing for a selfie in front of a mirror, with her legs crossed and wearing high heels.",SAFE
"The video shows a flooded area with water covering a park and a nearby building, with text overlay indicating the location and date.",SAFE
"The video showcases a serene suburban neighborhood with a focus on a winding road lined with trees and parked cars. A cyclist and pedestrians are seen enjoying the recreational space, with the shadows indicating the passage of time.",SAFE
The video features a screenshot of a news report about a legal case involving a minor and the subsequent actions taken by the police.,SAFE
The video displays a logo and text on a white background.,SAFE
"The video features an animated character sitting on a bench, reading a book, with a peaceful park background.",SAFE
The video displays a blue screen with white Chinese text.,SAFE
"A person with a red eye and dark makeup, expressing distress or sadness.",UNSAFE
"A person is seen speaking to the camera while holding a knife.
The video shows a person cutting a piece of meat with a knife.",UNSAFE
"The video shows a man entering a store, shooting at individuals, and then proceeding to rob the store.",UNSAFE
"The video shows an interior setting, possibly a room or workspace, with wood panels on the walls and ceiling. Various objects and equipment are scattered throughout, including cylindrical objects that may be fire extinguishers, a window with curtains, and a cluster of electronics and boxes. The space appears utilitarian and cluttered.",SAFE
"The video showcases a robust mountain stream forcefully cascading between large granite boulders, continuously altering its frothy patterns and ripples as it flows. The water is characterized by its white froth at points of impact with the boulders, suggesting rapid movement, and is surrounded by a dense, forested environment, with foliage-covered rocks at the margins. Despite the stream's dynamic motion, the granite boulders maintain their varied shades and rugged textures without any movement, remaining stoic against the water's relentless passage.",SAFE
"The video shows a woman posing in a black dress and high heels in front of a mirror in a room, taking selfies and adjusting her hair.",SAFE
The video shows a smoggy cityscape with buildings and a stadium visible in the background.,UNSAFE
A person with blue hair is talking to the camera and encouraging others to join a hateful movement.,UNSAFE
"The video depicts a lightsaber duel between two individuals in an urban setting, with the combatants adopting defensive and aggressive stances. The vivid energy blades illuminate the surroundings, casting shadows on the street and buildings.",SAFE
"The video shows a person's legs in a pair of sheer stockings, with no other visible body parts or suggestive context.",SAFE
"The video shows a close-up view of a bar counter with various bottles and items on it, including a glass jar or container, a keyboard or piano-like object, and other items. The background behind the counter remains consistent with the previous frame, displaying a dimly lit indoor space or room.",SAFE
The video features a woman in a white and black outfit posing against a grey background with text about workloads.,SAFE
